,type,description,support_material,subtype,filler_loading,previous_thickness,mean_thickness,mean_pore_size,pore_volume,specific_surface_area,aging,surface_area,temperature,feed_pressure,permeate_pressure,delta_pressure,feed_flow_rate,sweep_gas,sweep_gas_flow,stage_cut,x_He,Py_He,Pe_He,x_H2,Py_H2,Pe_H2,x_CO2,Py_CO2,Pe_CO2,x_O2,Py_O2,Pe_O2,x_H2S,Py_H2S,Pe_H2S,x_N2,Py_N2,Pe_N2,x_CO,Py_CO,Pe_CO,x_CH4,Py_CH4,Pe_CH4,x_C2H6,Py_C2H6,Pe_C2H6,x_SF6,Py_SF6,Pe_SF6,provided_data_type,in_reference_data_location,reference,url
83,polymer,IPI-0.75,none,ionic copolyimides,0.0,,50.0,,,56.0,0.0,,308.0,1000000.0,1000.0,999000.0,,none,,0.5,,,,,,,0.5,10.9090909090906,7.30124862698858e-11,,,,,,,,,,,,,0.5,0.194281022418961,1.30028621083755e-12,,,,,,,permeability,fig 6,XIE W et al 2022,https://doi.org/10.1016/j.seppur.2021.120091
84,polymer,IPI-0.75,none,ionic copolyimides,0.0,,50.0,,,56.0,0.0,,308.0,2000000.0,1000.0,1999000.0,,none,,0.5,,,,,,,0.5,10.3769401330373,6.94509015737931e-11,,,,,,,,,,,,,0.5,0.192287234042551,1.28694216157893e-12,,,,,,,permeability,fig 6,XIE W et al 2022,https://doi.org/10.1016/j.seppur.2021.120091
85,polymer,IPI-0.75,none,ionic copolyimides,0.0,,50.0,,,56.0,0.0,,308.0,3000000.0,1000.0,2999000.0,,none,,0.5,,,,,,,0.5,10.1108647450108,6.76701092257478e-11,,,,,,,,,,,,,0.5,0.191887405397685,1.28426618392993e-12,,,,,,,permeability,fig 6,XIE W et al 2022,https://doi.org/10.1016/j.seppur.2021.120091
86,polymer,IPI-0.75,none,ionic copolyimides,0.0,,50.0,,,56.0,0.0,,308.0,4000000.0,1000.0,3999000.0,,none,,0.5,,,,,,,0.5,9.91130820399084,6.63345149647133e-11,,,,,,,,,,,,,0.5,0.217021276595742,1.45248243962435e-12,,,,,,,permeability,fig 6,XIE W et al 2022,https://doi.org/10.1016/j.seppur.2021.120091
87,polymer,IPI-1.00,none,ionic copolyimides,0.0,,50.0,,,41.0,0.0,,308.0,400000.0,1000.0,399000.0,,none,,0.5,,,,,,,0.5,2.32815964523245,1.55819330454005e-11,,,,,,,,,,,,,0.5,0.0205858203627,1.37777009937051e-13,,,,,,,permeability,fig 6,XIE W et al 2022,https://doi.org/10.1016/j.seppur.2021.120091
88,polymer,IPI-1.00,none,ionic copolyimides,0.0,,50.0,,,41.0,0.0,,308.0,1000000.0,1000.0,999000.0,,none,,0.5,,,,,,,0.5,2.26164079822581,1.5136734958389e-11,,,,,,,,,,,,,0.5,0.03151684992146,2.10936327448067e-13,,,,,,,permeability,fig 6,XIE W et al 2022,https://doi.org/10.1016/j.seppur.2021.120091
89,polymer,IPI-1.00,none,ionic copolyimides,0.0,,50.0,,,41.0,0.0,,308.0,2000000.0,1000.0,1999000.0,,none,,0.5,,,,,,,0.5,2.06208425720584,1.38011406973544e-11,,,,,,,,,,,,,0.5,0.037499999999998,2.50980421552726e-13,,,,,,,permeability,fig 6,XIE W et al 2022,https://doi.org/10.1016/j.seppur.2021.120091
90,polymer,IPI-1.00,none,ionic copolyimides,0.0,,50.0,,,41.0,0.0,,308.0,3000000.0,1000.0,2999000.0,,none,,0.5,,,,,,,0.5,1.9955654101992,1.3355942610343e-11,,,,,,,,,,,,,0.5,0.037100171355132,2.4830444390373e-13,,,,,,,permeability,fig 6,XIE W et al 2022,https://doi.org/10.1016/j.seppur.2021.120091
91,polymer,IPI-1.00,none,ionic copolyimides,0.0,,50.0,,,41.0,0.0,,308.0,4000000.0,1000.0,3999000.0,,none,,0.5,,,,,,,0.5,1.8625277161859,1.246554643632e-11,,,,,,,,,,,,,0.5,0.039893617021274,2.67000448460347e-13,,,,,,,permeability,fig 6,XIE W et al 2022,https://doi.org/10.1016/j.seppur.2021.120091
92,zeolite,O3at473K Seeds0.07,alfa-alumina tubes,SSZ-13,0.0,,1.2,0.38,0.27,624.0,0.0,,298.0,303000.0,103000.0,200000.0,4.0,none,,,,,,,,,,,,,,,,,,0.5,2665.5465628,7.43333333333333e-07,,,,0.5,431.507761959999,1.20333333333333e-07,,,,,,,permeance,table S1,LI Y et al 2021,https://doi.org/10.1016/j.memsci.2021.119349
93,zeolite,O3at473K Seeds0.7,alfa-alumina tubes,SSZ-13,0.0,,1.2,0.38,0.27,624.0,0.0,,298.0,303000.0,103000.0,200000.0,4.0,none,,,,,,,,,,,,,,,,,,0.5,3048.046518,8.5e-07,,,,0.5,262.9687192,7.33333333333333e-08,,,,,,,permeance,table S1,LI Y et al 2021,https://doi.org/10.1016/j.memsci.2021.119349
94,zeolite,O3at473K Seeds7,alfa-alumina tubes,SSZ-13,0.0,,1.2,0.38,0.27,624.0,0.0,,298.0,303000.0,103000.0,200000.0,4.0,none,,,,,,,,,,,,,,,,,,0.5,394.4530788,1.1e-07,,,,0.5,193.64060232,5.4e-08,,,,,,,permeance,table S1,LI Y et al 2021,https://doi.org/10.1016/j.memsci.2021.119349
95,zeolite,O2at673K,alfa-alumina tubes,SSZ-13,0.0,,1.2,0.38,0.33,791.0,0.0,,298.0,303000.0,103000.0,200000.0,4.0,none,,,,,,,,,,,,,,,,,,0.5,2433.65596496,6.78666666666667e-07,,,,0.5,41.596870128,1.16e-08,,,,,,,permeance,table S2,LI Y et al 2021,https://doi.org/10.1016/j.memsci.2021.119349
96,zeolite,O2at753K,alfa-alumina tubes,SSZ-13,0.0,,1.2,0.38,0.33,791.0,0.0,,298.0,303000.0,103000.0,200000.0,4.0,none,,,,,,,,,,,,,,,,,,0.5,3430.5464732,9.56666666666667e-07,,,,0.5,107.817174872,3.00666666666667e-08,,,,,,,permeance,table S2,LI Y et al 2021,https://doi.org/10.1016/j.memsci.2021.119349
97,zeolite,AIRat673K,alfa-alumina tubes,SSZ-13,0.0,,1.2,0.38,0.31,714.0,0.0,,298.0,303000.0,103000.0,200000.0,4.0,none,,,,,,,,,,,,,,,,,,0.5,3192.67931356,8.90333333333333e-07,,,,0.5,95.385926328,2.66e-08,,,,,,,permeance,table S2,LI Y et al 2021,https://doi.org/10.1016/j.memsci.2021.119349
98,zeolite,AIRat753K,alfa-alumina tubes,SSZ-13,0.0,,1.2,0.38,0.31,714.0,0.0,,298.0,303000.0,103000.0,200000.0,4.0,none,,,,,,,,,,,,,,,,,,0.5,5271.3275076,1.47e-06,,,,0.5,289.146059884,8.06333333333333e-08,,,,,,,permeance,table S2,LI Y et al 2021,https://doi.org/10.1016/j.memsci.2021.119349
99,zeolite,O3at473K calcination_time_6h,alfa-alumina tubes,SSZ-13,0.0,,1.2,0.38,0.27,624.0,0.0,,298.0,303000.0,103000.0,200000.0,4.0,none,,,,,,,,,,,,,,,,,,0.5,1770.07957991489,4.93617021276595e-07,,,,0.5,170.653826166154,4.75897435897436e-08,,,,,,,permeance,fig 6,LI Y et al 2021,https://doi.org/10.1016/j.memsci.2021.119349
100,zeolite,O3at473K calcination_time_12h,alfa-alumina tubes,SSZ-13,0.0,,1.2,0.38,0.27,624.0,0.0,,298.0,303000.0,103000.0,200000.0,4.0,none,,,,,,,,,,,,,,,,,,0.5,2048.56192761702,5.7127659574468e-07,,,,0.5,222.297051885714,6.19913419913419e-08,,,,,,,permeance,fig 6,LI Y et al 2021,https://doi.org/10.1016/j.memsci.2021.119349
101,zeolite,O3at473K calcination_time_24h,alfa-alumina tubes,SSZ-13,0.0,,1.2,0.38,0.27,624.0,0.0,,298.0,303000.0,103000.0,200000.0,4.0,none,,,,,,,,,,,,,,,,,,0.5,2227.85878161702,6.2127659574468e-07,,,,0.5,248.752754829399,6.93689680772086e-08,,,,,,,permeance,fig 6,LI Y et al 2021,https://doi.org/10.1016/j.memsci.2021.119349
102,zeolite,O3at473K calcination_time_48h,alfa-alumina tubes,SSZ-13,0.0,,1.2,0.38,0.27,624.0,0.0,,298.0,303000.0,103000.0,200000.0,4.0,none,,,,,,,,,,,,,,,,,,0.5,2452.93355578723,6.84042553191489e-07,,,,0.5,282.049852286239,7.86544342507646e-08,,,,,,,permeance,fig 6,LI Y et al 2021,https://doi.org/10.1016/j.memsci.2021.119349
103,zeolite,O3at473K calcination_time_60h,alfa-alumina tubes,SSZ-13,0.0,,1.2,0.38,0.27,624.0,0.0,,298.0,303000.0,103000.0,200000.0,4.0,none,,,,,,,,,,,,,,,,,,0.5,2479.63734255319,6.91489361702127e-07,,,,0.5,286.434298248848,7.98771121351766e-08,,,,,,,permeance,fig 6,LI Y et al 2021,https://doi.org/10.1016/j.memsci.2021.119349
104,zeolite,O3at473K,alfa-alumina tubes,SSZ-13,0.0,,1.2,0.38,0.27,624.0,0.0,,298.0,303000.0,103000.0,200000.0,4.0,none,,,,,,1.0,16584.7164760642,4.62493236943917e-06,,,,,,,,,,,,,,,,,,,,,,,,,permeance,fig 7,LI Y et al 2021,https://doi.org/10.1016/j.memsci.2021.119349
105,zeolite,O3at473K,alfa-alumina tubes,SSZ-13,0.0,,1.2,0.38,0.27,624.0,0.0,,298.0,303000.0,103000.0,200000.0,4.0,none,,,,,,,,,1.0,23546.8531750975,6.56644348458492e-06,,,,,,,,,,,,,,,,,,,,,,permeance,fig 7,LI Y et al 2021,https://doi.org/10.1016/j.memsci.2021.119349
106,zeolite,O3at473K,alfa-alumina tubes,SSZ-13,0.0,,1.2,0.38,0.27,624.0,0.0,,298.0,303000.0,103000.0,200000.0,4.0,none,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,61.6546252952298,1.71934487191922e-08,,,,permeance,fig 7,LI Y et al 2021,https://doi.org/10.1016/j.memsci.2021.119349
107,zeolite,O3at473K,alfa-alumina tubes,SSZ-13,0.0,,1.2,0.38,0.27,624.0,0.0,,298.0,303000.0,103000.0,200000.0,4.0,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,23.6741718693191,6.6019484840819e-09,permeance,fig 7,LI Y et al 2021,https://doi.org/10.1016/j.memsci.2021.119349
108,zeolite,O3at473K,alfa-alumina tubes,SSZ-13,0.0,,1.2,0.38,0.27,624.0,0.0,,298.0,303000.0,103000.0,200000.0,4.0,none,,,,,,,,,,,,,,,,,,1.0,3251.95274411765,9.06862745098039e-07,,,,,,,,,,,,,permeance,fig 8a,LI Y et al 2021,https://doi.org/10.1016/j.memsci.2021.119349
109,zeolite,O3at473K,alfa-alumina tubes,SSZ-13,0.0,,1.2,0.38,0.27,624.0,0.0,,323.0,303000.0,103000.0,200000.0,4.0,none,,,,,,,,,,,,,,,,,,1.0,2276.36692088235,6.34803921568627e-07,,,,,,,,,,,,,permeance,fig 8a,LI Y et al 2021,https://doi.org/10.1016/j.memsci.2021.119349
110,zeolite,O3at473K,alfa-alumina tubes,SSZ-13,0.0,,1.2,0.38,0.27,624.0,0.0,,348.0,303000.0,103000.0,200000.0,4.0,none,,,,,,,,,,,,,,,,,,1.0,1819.33572441176,5.0735294117647e-07,,,,,,,,,,,,,permeance,fig 8a,LI Y et al 2021,https://doi.org/10.1016/j.memsci.2021.119349
111,zeolite,O3at473K,alfa-alumina tubes,SSZ-13,0.0,,1.2,0.38,0.27,624.0,0.0,,373.0,303000.0,103000.0,200000.0,4.0,none,,,,,,,,,,,,,,,,,,1.0,1476.56232705882,4.11764705882352e-07,,,,,,,,,,,,,permeance,fig 8a,LI Y et al 2021,https://doi.org/10.1016/j.memsci.2021.119349
112,zeolite,O3at473K,alfa-alumina tubes,SSZ-13,0.0,,1.2,0.38,0.27,624.0,0.0,,398.0,303000.0,103000.0,200000.0,4.0,none,,,,,,,,,,,,,,,,,,1.0,1190.91782926471,3.32107843137255e-07,,,,,,,,,,,,,permeance,fig 8a,LI Y et al 2021,https://doi.org/10.1016/j.memsci.2021.119349
113,zeolite,O3at473K,alfa-alumina tubes,SSZ-13,0.0,,1.2,0.38,0.27,624.0,0.0,,298.0,303000.0,103000.0,200000.0,4.0,none,,,,,,,,,,,,,,,,,,,,,,,,1.0,197.753883088236,5.51470588235297e-08,,,,,,,permeance,fig 8a,LI Y et al 2021,https://doi.org/10.1016/j.memsci.2021.119349
114,zeolite,O3at473K,alfa-alumina tubes,SSZ-13,0.0,,1.2,0.38,0.27,624.0,0.0,,323.0,303000.0,103000.0,200000.0,4.0,none,,,,,,,,,,,,,,,,,,,,,,,,1.0,180.175760147059,5.02450980392158e-08,,,,,,,permeance,fig 8a,LI Y et al 2021,https://doi.org/10.1016/j.memsci.2021.119349
115,zeolite,O3at473K,alfa-alumina tubes,SSZ-13,0.0,,1.2,0.38,0.27,624.0,0.0,,348.0,303000.0,103000.0,200000.0,4.0,none,,,,,,,,,,,,,,,,,,,,,,,,1.0,171.38669867647,4.77941176470587e-08,,,,,,,permeance,fig 8a,LI Y et al 2021,https://doi.org/10.1016/j.memsci.2021.119349
116,zeolite,O3at473K,alfa-alumina tubes,SSZ-13,0.0,,1.2,0.38,0.27,624.0,0.0,,373.0,303000.0,103000.0,200000.0,4.0,none,,,,,,,,,,,,,,,,,,,,,,,,1.0,166.992167941177,4.65686274509805e-08,,,,,,,permeance,fig 8a,LI Y et al 2021,https://doi.org/10.1016/j.memsci.2021.119349
117,zeolite,O3at473K,alfa-alumina tubes,SSZ-13,0.0,,1.2,0.38,0.27,624.0,0.0,,398.0,303000.0,103000.0,200000.0,4.0,none,,,,,,,,,,,,,,,,,,,,,,,,1.0,162.597637205882,4.5343137254902e-08,,,,,,,permeance,fig 8a,LI Y et al 2021,https://doi.org/10.1016/j.memsci.2021.119349
118,zeolite,O3at473K,alfa-alumina tubes,SSZ-13,0.0,,1.2,0.38,0.27,624.0,0.0,,298.0,503000.0,103000.0,400000.0,4.0,none,,,,,,,,,,,,,,,,,,1.0,2818.67576783784,7.86036036036036e-07,,,,,,,,,,,,,permeance,fig 8b,LI Y et al 2021,https://doi.org/10.1016/j.memsci.2021.119349
119,zeolite,O3at473K,alfa-alumina tubes,SSZ-13,0.0,,1.2,0.38,0.27,624.0,0.0,,298.0,703000.0,103000.0,600000.0,4.0,none,,,,,,,,,,,,,,,,,,1.0,2798.48468067567,7.80405405405405e-07,,,,,,,,,,,,,permeance,fig 8b,LI Y et al 2021,https://doi.org/10.1016/j.memsci.2021.119349
120,zeolite,O3at473K,alfa-alumina tubes,SSZ-13,0.0,,1.2,0.38,0.27,624.0,0.0,,298.0,903000.0,103000.0,800000.0,4.0,none,,,,,,,,,,,,,,,,,,1.0,2766.17894121621,7.71396396396396e-07,,,,,,,,,,,,,permeance,fig 8b,LI Y et al 2021,https://doi.org/10.1016/j.memsci.2021.119349
121,zeolite,O3at473K,alfa-alumina tubes,SSZ-13,0.0,,1.2,0.38,0.27,624.0,0.0,,298.0,1103000.0,103000.0,1000000.0,4.0,none,,,,,,,,,,,,,,,,,,1.0,2725.79676689189,7.60135135135135e-07,,,,,,,,,,,,,permeance,fig 8b,LI Y et al 2021,https://doi.org/10.1016/j.memsci.2021.119349
122,zeolite,O3at473K,alfa-alumina tubes,SSZ-13,0.0,,1.2,0.38,0.27,624.0,0.0,,298.0,503000.0,103000.0,400000.0,4.0,none,,,,,,,,,,,,,,,,,,,,,,,,1.0,197.872654189187,5.51801801801797e-08,,,,,,,permeance,fig 8b,LI Y et al 2021,https://doi.org/10.1016/j.memsci.2021.119349
123,zeolite,O3at473K,alfa-alumina tubes,SSZ-13,0.0,,1.2,0.38,0.27,624.0,0.0,,298.0,703000.0,103000.0,600000.0,4.0,none,,,,,,,,,,,,,,,,,,,,,,,,1.0,197.872654189186,5.51801801801794e-08,,,,,,,permeance,fig 8b,LI Y et al 2021,https://doi.org/10.1016/j.memsci.2021.119349
124,zeolite,O3at473K,alfa-alumina tubes,SSZ-13,0.0,,1.2,0.38,0.27,624.0,0.0,,298.0,903000.0,103000.0,800000.0,4.0,none,,,,,,,,,,,,,,,,,,,,,,,,1.0,197.872654189188,5.51801801801799e-08,,,,,,,permeance,fig 8b,LI Y et al 2021,https://doi.org/10.1016/j.memsci.2021.119349
125,zeolite,O3at473K,alfa-alumina tubes,SSZ-13,0.0,,1.2,0.38,0.27,624.0,0.0,,298.0,1103000.0,103000.0,1000000.0,4.0,none,,,,,,,,,,,,,,,,,,,,,,,,1.0,205.949089054054,5.74324324324325e-08,,,,,,,permeance,fig 8b,LI Y et al 2021,https://doi.org/10.1016/j.memsci.2021.119349
126,zeolite,O3at473K,alfa-alumina tubes,SSZ-13,0.0,,1.2,0.38,0.27,624.0,0.0,,298.0,303000.0,103000.0,200000.0,4.0,none,,,,,,,,,,,,,,,,,,0.1,2032.23199545948,5.66722714348206e-07,,,,0.9,199.414808090551,5.56102362204724e-08,,,,,,,permeance,fig 9b,LI Y et al 2021,https://doi.org/10.1016/j.memsci.2021.119349
127,zeolite,O3at473K,alfa-alumina tubes,SSZ-13,0.0,,1.2,0.38,0.27,624.0,0.0,,323.0,303000.0,103000.0,200000.0,4.0,none,,,,,,,,,,,,,,,,,,0.1,1873.47467061138,5.2245051399825e-07,,,,0.9,219.964141313648,6.1340769903762e-08,,,,,,,permeance,fig 9b,LI Y et al 2021,https://doi.org/10.1016/j.memsci.2021.119349
128,zeolite,O3at473K,alfa-alumina tubes,SSZ-13,0.0,,1.2,0.38,0.27,624.0,0.0,,348.0,303000.0,103000.0,200000.0,4.0,none,,,,,,,,,,,,,,,,,,0.1,1754.56844415001,4.89291475284339e-07,,,,0.9,225.564716983349,6.29025863954505e-08,,,,,,,permeance,fig 9b,LI Y et al 2021,https://doi.org/10.1016/j.memsci.2021.119349
129,zeolite,O3at473K,alfa-alumina tubes,SSZ-13,0.0,,1.2,0.38,0.27,624.0,0.0,,373.0,303000.0,103000.0,200000.0,4.0,none,,,,,,,,,,,,,,,,,,0.1,1578.38438275418,4.40159530839894e-07,,,,0.9,231.167743670849,6.44650863954503e-08,,,,,,,permeance,fig 9b,LI Y et al 2021,https://doi.org/10.1016/j.memsci.2021.119349
130,zeolite,O3at473K,alfa-alumina tubes,SSZ-13,0.0,,1.2,0.38,0.27,624.0,0.0,,398.0,303000.0,103000.0,200000.0,4.0,none,,,,,,,,,,,,,,,,,,0.1,1334.96645212614,3.72278269903761e-07,,,,0.9,236.773221376147,6.60282699037618e-08,,,,,,,permeance,fig 9b,LI Y et al 2021,https://doi.org/10.1016/j.memsci.2021.119349
131,zeolite,O3at473K,alfa-alumina tubes,SSZ-13,0.0,,1.2,0.38,0.27,624.0,0.0,,298.0,303000.0,103000.0,200000.0,0.6,none,,,,,,,,,,,,,,,,,,0.5,2694.9125193179,7.51522533495736e-07,,,,0.5,240.227209987819,6.69914738124237e-08,,,,,,,permeance,fig11,LI Y et al 2021,https://doi.org/10.1016/j.memsci.2021.119349
132,zeolite,O3at473K,alfa-alumina tubes,SSZ-13,0.0,,1.2,0.38,0.27,624.0,0.0,,298.0,303000.0,103000.0,200000.0,0.8,none,,,,,,,,,,,,,,,,,,0.5,2852.15214767357,7.95371498172959e-07,,,,0.5,248.962744896467,6.94275274056028e-08,,,,,,,permeance,fig11,LI Y et al 2021,https://doi.org/10.1016/j.memsci.2021.119349
133,zeolite,O3at473K,alfa-alumina tubes,SSZ-13,0.0,,1.2,0.38,0.27,624.0,0.0,,298.0,303000.0,103000.0,200000.0,1.0,none,,,,,,,,,,,,,,,,,,0.5,2882.72651985383,8.03897685749086e-07,,,,0.5,240.227209987819,6.69914738124237e-08,,,,,,,permeance,fig11,LI Y et al 2021,https://doi.org/10.1016/j.memsci.2021.119349
134,zeolite,O3at473K,alfa-alumina tubes,SSZ-13,0.0,,1.2,0.38,0.27,624.0,0.0,,298.0,303000.0,103000.0,200000.0,2.0,none,,,,,,,,,,,,,,,,,,0.5,3022.4950783922,8.42874543239951e-07,,,,0.5,240.227209987819,6.69914738124237e-08,,,,,,,permeance,fig11,LI Y et al 2021,https://doi.org/10.1016/j.memsci.2021.119349
135,zeolite,O3at473K,alfa-alumina tubes,SSZ-13,0.0,,1.2,0.38,0.27,624.0,0.0,,298.0,303000.0,103000.0,200000.0,3.0,none,,,,,,,,,,,,,,,,,,0.5,3070.54052038977,8.56272838002436e-07,,,,0.5,240.227209987819,6.69914738124237e-08,,,,,,,permeance,fig11,LI Y et al 2021,https://doi.org/10.1016/j.memsci.2021.119349
136,zeolite,O3at473K,alfa-alumina tubes,SSZ-13,0.0,,1.2,0.38,0.27,624.0,0.0,,298.0,303000.0,103000.0,200000.0,5.0,none,,,,,,,,,,,,,,,,,,0.5,3131.6892647503,8.73325213154689e-07,,,,0.5,231.491675079172,6.45554202192448e-08,,,,,,,permeance,fig11,LI Y et al 2021,https://doi.org/10.1016/j.memsci.2021.119349
137,zeolite,O3at473K,alfa-alumina tubes,SSZ-13,0.0,,1.2,0.38,0.27,624.0,0.0,,298.0,303000.0,103000.0,200000.0,6.0,none,,,,,,,,,,,,,,,,,,0.5,3166.63140438489,8.83069427527405e-07,,,,0.5,231.491675079172,6.45554202192448e-08,,,,,,,permeance,fig11,LI Y et al 2021,https://doi.org/10.1016/j.memsci.2021.119349
138,zeolite,O3at473K,alfa-alumina tubes,SSZ-13,0.0,,1.2,0.38,0.27,624.0,0.0,,298.0,303000.0,103000.0,200000.0,7.0,none,,,,,,,,,,,,,,,,,,0.5,3153.52810202192,8.79415347137636e-07,,,,0.5,222.756140170523,6.21193666260657e-08,,,,,,,permeance,fig11,LI Y et al 2021,https://doi.org/10.1016/j.memsci.2021.119349
139,zeolite,O3at473K,alfa-alumina tubes,SSZ-13,0.0,,1.2,0.38,0.27,624.0,0.0,,298.0,503000.0,103000.0,400000.0,4.0,none,,,,,,,,,,,,,,,,,,0.5,2579.28245392771,7.19277108433734e-07,,,,0.5,220.340712144577,6.14457831325298e-08,,,,,,,permeance,fig10a,LI Y et al 2021,https://doi.org/10.1016/j.memsci.2021.119349
140,zeolite,O3at473K,alfa-alumina tubes,SSZ-13,0.0,,1.2,0.38,0.27,624.0,0.0,,298.0,703000.0,103000.0,600000.0,4.0,none,,,,,,,,,,,,,,,,,,0.5,2341.6601173012,6.5301204819277e-07,,,,0.5,228.981524385542,6.38554216867469e-08,,,,,,,permeance,fig10a,LI Y et al 2021,https://doi.org/10.1016/j.memsci.2021.119349
141,zeolite,O3at473K,alfa-alumina tubes,SSZ-13,0.0,,1.2,0.38,0.27,624.0,0.0,,298.0,903000.0,103000.0,800000.0,4.0,none,,,,,,,,,,,,,,,,,,0.5,2121.31940515662,5.9156626506024e-07,,,,0.5,228.981524385543,6.38554216867471e-08,,,,,,,permeance,fig10a,LI Y et al 2021,https://doi.org/10.1016/j.memsci.2021.119349
142,zeolite,O3at473K,alfa-alumina tubes,SSZ-13,0.0,,1.2,0.38,0.27,624.0,0.0,,298.0,1103000.0,103000.0,1000000.0,4.0,none,,,,,,,,,,,,,,,,,,0.5,1991.70722154217,5.55421686746987e-07,,,,0.5,233.301930506024,6.50602409638554e-08,,,,,,,permeance,fig10a,LI Y et al 2021,https://doi.org/10.1016/j.memsci.2021.119349
143,zeolite,O3at473K,alfa-alumina tubes,SSZ-13,0.0,,1.2,0.38,0.27,624.0,0.0,,298.0,1603000.0,103000.0,1500000.0,4.0,none,,,,,,,,,,,,,,,,,,0.5,1671.9971686265,4.66265060240963e-07,,,,0.5,237.622336626505,6.62650602409635e-08,,,,,,,permeance,fig10a,LI Y et al 2021,https://doi.org/10.1016/j.memsci.2021.119349
144,zeolite,O3at473K,alfa-alumina tubes,SSZ-13,0.0,,1.2,0.38,0.27,624.0,0.0,,298.0,2103000.0,103000.0,2000000.0,4.0,none,,,,,,,,,,,,,,,,,,0.5,1503.50132992771,4.19277108433734e-07,,,,0.5,233.301930506023,6.5060240963855e-08,,,,,,,permeance,fig10a,LI Y et al 2021,https://doi.org/10.1016/j.memsci.2021.119349
145,zeolite,O3at473K,alfa-alumina tubes,SSZ-13,0.0,,1.2,0.38,0.27,624.0,0.0,,298.0,2603000.0,103000.0,2500000.0,4.0,none,,,,,,,,,,,,,,,,,,0.5,1421.41361363855,3.96385542168674e-07,,,,0.5,233.301930506023,6.50602409638552e-08,,,,,,,permeance,fig10a,LI Y et al 2021,https://doi.org/10.1016/j.memsci.2021.119349
146,zeolite,O3at473K,alfa-alumina tubes,SSZ-13,0.0,,1.2,0.38,0.27,624.0,0.0,,298.0,503000.0,103000.0,400000.0,4.0,none,,,,,,,,,,,,,,,,,,0.1,1733.3428883185,4.83372365339578e-07,,,,0.9,186.435136243559,5.1990632318501e-08,,,,,,,permeance,fig10b,LI Y et al 2021,https://doi.org/10.1016/j.memsci.2021.119349
147,zeolite,O3at473K,alfa-alumina tubes,SSZ-13,0.0,,1.2,0.38,0.27,624.0,0.0,,298.0,703000.0,103000.0,600000.0,4.0,none,,,,,,,,,,,,,,,,,,0.1,1448.65139648712,4.03981264637002e-07,,,,0.9,183.915742510538,5.12880562060888e-08,,,,,,,permeance,fig10b,LI Y et al 2021,https://doi.org/10.1016/j.memsci.2021.119349
148,zeolite,O3at473K,alfa-alumina tubes,SSZ-13,0.0,,1.2,0.38,0.27,624.0,0.0,,298.0,903000.0,103000.0,800000.0,4.0,none,,,,,,,,,,,,,,,,,,0.1,1332.75928476815,3.71662763466042e-07,,,,0.9,176.357561311474,4.91803278688522e-08,,,,,,,permeance,fig10b,LI Y et al 2021,https://doi.org/10.1016/j.memsci.2021.119349
149,zeolite,O3at473K,alfa-alumina tubes,SSZ-13,0.0,,1.2,0.38,0.27,624.0,0.0,,298.0,1103000.0,103000.0,1000000.0,4.0,none,,,,,,,,,,,,,,,,,,0.1,1221.90596051522,3.40749414519906e-07,,,,0.9,176.357561311474,4.91803278688522e-08,,,,,,,permeance,fig10b,LI Y et al 2021,https://doi.org/10.1016/j.memsci.2021.119349
150,zeolite,O3at473K,alfa-alumina tubes,SSZ-13,0.0,,1.2,0.38,0.27,624.0,0.0,,298.0,1603000.0,103000.0,1500000.0,4.0,none,,,,,,,,,,,,,,,,,,0.1,1037.99021800468,2.89461358313817e-07,,,,0.9,178.876955044496,4.98829039812646e-08,,,,,,,permeance,fig10b,LI Y et al 2021,https://doi.org/10.1016/j.memsci.2021.119349
151,zeolite,O3at473K,alfa-alumina tubes,SSZ-13,0.0,,1.2,0.38,0.27,624.0,0.0,,298.0,2103000.0,103000.0,2000000.0,4.0,none,,,,,,,,,,,,,,,,,,0.1,927.136893751755,2.58548009367681e-07,,,,0.9,176.357561311475,4.91803278688524e-08,,,,,,,permeance,fig10b,LI Y et al 2021,https://doi.org/10.1016/j.memsci.2021.119349
152,zeolite,O3at473K,alfa-alumina tubes,SSZ-13,0.0,,1.2,0.38,0.27,624.0,0.0,,298.0,2603000.0,103000.0,2500000.0,4.0,none,,,,,,,,,,,,,,,,,,0.1,849.0356880281,2.36768149882903e-07,,,,0.9,176.357561311475,4.91803278688523e-08,,,,,,,permeance,fig10b,LI Y et al 2021,https://doi.org/10.1016/j.memsci.2021.119349
153,zeolite,O3at473K,alfa-alumina tubes,SSZ-13,0.0,,1.2,0.38,0.27,624.0,0.0,,298.0,303000.0,103000.0,200000.0,4.0,none,,,,,,,,,,,,,,,,,,0.5,3083.9058888,8.6e-07,,,,0.5,261.77340684,7.3e-08,,,,,,,permeance,table S5,LI Y et al 2021,https://doi.org/10.1016/j.memsci.2021.119349
154,zeolite,O3at473K,alfa-alumina tubes,SSZ-13,0.0,,1.2,0.38,0.27,624.0,0.0,,323.0,303000.0,103000.0,200000.0,4.0,none,,,,,,,,,,,,,,,,,,0.5,2402.5778436,6.7e-07,,,,0.5,254.60153268,7.1e-08,,,,,,,permeance,table S5,LI Y et al 2021,https://doi.org/10.1016/j.memsci.2021.119349
