,type,description,support_material,subtype,filler_loading,previous_thickness,mean_thickness,mean_pore_size,pore_volume,specific_surface_area,surface_area,temperature,feed_pressure,permeate_pressure,delta_pressure,feed_flow_rate,sweep_gas,sweep_gas_flow,stage_cut,aging,x_He,Py_He,Pe_He,x_H2,Py_H2,Pe_H2,x_CO2,Py_CO2,Pe_CO2,x_O2,Py_O2,Pe_O2,x_H2S,Py_H2S,Pe_H2S,x_N2,Py_N2,Pe_N2,x_CO,Py_CO,Pe_CO,x_CH4,Py_CH4,Pe_CH4,x_C2H6,Py_C2H6,Pe_C2H6,x_SF6,Py_SF6,Pe_SF6,provided_data_type,in_reference_data_location,reference,url
467,MMM,25wt_Ni2(dobdc),flat sheet,MOF/PI,25.0,,55.0,1.2,,,,308.0,,,1070000.0,,none,,1.0,0.0,,,,,,,,,,,,,,,,1.0,177.336188322779,1.0789796679226e-09,,,,,,,,,,,,,permeability,fig S5e,BACHMAN et al 2016,https://doi.org/10.1038/nmat4621
468,MMM,25wt_Ni2(dobdc),flat sheet,MOF/PI,25.0,,55.0,1.2,,,,308.0,,,1540000.0,,none,,1.0,0.0,,,,,,,,,,,,,,,,1.0,157.579840807438,9.58774663613682e-10,,,,,,,,,,,,,permeability,fig S5e,BACHMAN et al 2016,https://doi.org/10.1038/nmat4621
469,MMM,25wt_Ni2(dobdc),flat sheet,MOF/PI,25.0,,55.0,1.2,,,,308.0,,,2040000.0,,none,,1.0,0.0,,,,,,,,,,,,,,,,1.0,146.434194974584,8.90960387501991e-10,,,,,,,,,,,,,permeability,fig S5e,BACHMAN et al 2016,https://doi.org/10.1038/nmat4621
470,MMM,25wt_Ni2(dobdc),flat sheet,MOF/PI,25.0,,55.0,1.2,,,,308.0,,,2540000.0,,none,,1.0,0.0,,,,,,,,,,,,,,,,1.0,139.474451888971,8.48614708628636e-10,,,,,,,,,,,,,permeability,fig S5e,BACHMAN et al 2016,https://doi.org/10.1038/nmat4621
471,MMM,25wt_Ni2(dobdc),flat sheet,MOF/PI,25.0,,55.0,1.2,,,,308.0,,,3000000.0,,none,,1.0,0.0,,,,,,,,,,,,,,,,1.0,133.409754759255,8.11714823969101e-10,,,,,,,,,,,,,permeability,fig S5e,BACHMAN et al 2016,https://doi.org/10.1038/nmat4621
472,MMM,25wt_Ni2(dobdc),flat sheet,MOF/PI,25.0,,55.0,1.2,,,,308.0,,,3500000.0,,none,,1.0,0.0,,,,,,,,,,,,,,,,1.0,128.860342296399,7.8403449772074e-10,,,,,,,,,,,,,permeability,fig S5e,BACHMAN et al 2016,https://doi.org/10.1038/nmat4621
473,MMM,25wt_Ni2(dobdc),flat sheet,MOF/PI,25.0,,55.0,1.2,,,,308.0,,,4040000.0,,none,,1.0,0.0,,,,,,,,,,,,,,,,1.0,125.189820730174,7.61701672265963e-10,,,,,,,,,,,,,permeability,fig S5e,BACHMAN et al 2016,https://doi.org/10.1038/nmat4621
474,MMM,25wt_Ni2(dobdc),flat sheet,MOF/PI,25.0,,55.0,1.2,,,,308.0,,,4520000.0,,none,,1.0,0.0,,,,,,,,,,,,,,,,1.0,121.601596808278,7.39869576446736e-10,,,,,,,,,,,,,permeability,fig S5e,BACHMAN et al 2016,https://doi.org/10.1038/nmat4621
475,MMM,25wt_Ni2(dobdc),flat sheet,MOF/PI,25.0,,55.0,1.2,,,,308.0,,,5030000.0,,none,,1.0,0.0,,,,,,,,,,,,,,,,1.0,118.887769981356,7.23357639451778e-10,,,,,,,,,,,,,permeability,fig S5e,BACHMAN et al 2016,https://doi.org/10.1038/nmat4621
476,MMM,25wt_Ni2(dobdc),flat sheet,MOF/PI,25.0,,55.0,1.2,,,,308.0,,,5490000.0,,none,,1.0,0.0,,,,,,,,,,,,,,,,1.0,116.250287519273,7.07310210114286e-10,,,,,,,,,,,,,permeability,fig S5e,BACHMAN et al 2016,https://doi.org/10.1038/nmat4621
477,MMM,25wt_Ni2(dobdc),flat sheet,MOF/PI,25.0,,55.0,1.2,,,,308.0,,,5970000.0,,none,,1.0,0.0,,,,,,,,,,,,,,,,1.0,113.025336761905,6.87688404039837e-10,,,,,,,,,,,,,permeability,fig S5e,BACHMAN et al 2016,https://doi.org/10.1038/nmat4621
724,polymer,PEI,alumina,glassy,0.0,,,,,,,303.0,,,100000.0,,Ar,,,0.0,,,,,,,,,,,,,,,,1.0,,3.91865703204128e-10,,,,,,,,,,,,,permeance,fig 7,MESSAOUD AB et al 2015,http://dx.doi.org/10.1016/j.seppur.2015.04.017
728,MMM,SAPO-34/PEI,alumina,zeolite/glassy,5.0,,1.0,,,,,303.0,,,100000.0,,Ar,,,0.0,,,,,,,,,,,,,,,,1.0,0.029882809,1e-11,,,,,,,,,,,,,permeance,fig 7,MESSAOUD AB et al 2015,http://dx.doi.org/10.1016/j.seppur.2015.04.017
732,MMM,SAPO-34/PEI,alumina,zeolite/glassy,10.0,,,,,,,303.0,,,100000.0,,Ar,,,0.0,,,,,,,,,,,,,,,,1.0,,7.45674032861933e-11,,,,,,,,,,,,,permeance,fig 7,MESSAOUD AB et al 2015,http://dx.doi.org/10.1016/j.seppur.2015.04.017
44,polymer,PI-0.25,none,polyimides,0.0,,50.0,,,411.0,,308.0,200000.0,1000.0,199000.0,,none,,0.5,0.0,,,,,,,,,,,,,,,,,,,,,,1.0,6.0,4.01568674484383e-11,,,,,,,permeability,table 2,XIE W et al 2022,https://doi.org/10.1016/j.seppur.2021.120091
45,polymer,PI-0.50,none,polyimides,0.0,,50.0,,,219.0,,308.0,200000.0,1000.0,199000.0,,none,,0.5,0.0,,,,,,,,,,,,,,,,,,,,,,1.0,3.0,2.00784337242192e-11,,,,,,,permeability,table 2,XIE W et al 2022,https://doi.org/10.1016/j.seppur.2021.120091
46,polymer,PI-0.75,none,polyimides,0.0,,50.0,,,63.0,,308.0,200000.0,1000.0,199000.0,,none,,0.5,0.0,,,,,,,,,,,,,,,,,,,,,,1.0,1.5,1.00392168621096e-11,,,,,,,permeability,table 2,XIE W et al 2022,https://doi.org/10.1016/j.seppur.2021.120091
47,polymer,PI-1.00,none,polyimides,0.0,,50.0,,,53.0,,308.0,200000.0,1000.0,199000.0,,none,,0.5,0.0,,,,,,,,,,,,,,,,,,,,,,1.0,0.44,2.94483694621881e-12,,,,,,,permeability,table 2,XIE W et al 2022,https://doi.org/10.1016/j.seppur.2021.120091
48,polymer,IPI-0.25,none,ionic copolyimides,0.0,,50.0,,,367.0,,308.0,200000.0,1000.0,199000.0,,none,,0.5,0.0,,,,,,,,,,,,,,,,,,,,,,1.0,5.3,3.54718995794539e-11,,,,,,,permeability,table 2,XIE W et al 2022,https://doi.org/10.1016/j.seppur.2021.120091
49,polymer,IPI-0.50,none,ionic copolyimides,0.0,,50.0,,,83.0,,308.0,200000.0,1000.0,199000.0,,none,,0.5,0.0,,,,,,,,,,,,,,,,,,,,,,1.0,0.97,6.4920269041642e-12,,,,,,,permeability,table 2,XIE W et al 2022,https://doi.org/10.1016/j.seppur.2021.120091
50,polymer,IPI-0.75,none,ionic copolyimides,0.0,,50.0,,,56.0,,308.0,200000.0,1000.0,199000.0,,none,,0.5,0.0,,,,,,,,,,,,,,,,,,,,,,1.0,0.25,1.6732028103516e-12,,,,,,,permeability,table 2,XIE W et al 2022,https://doi.org/10.1016/j.seppur.2021.120091
51,polymer,IPI-1.00,none,ionic copolyimides,0.0,,50.0,,,41.0,,308.0,200000.0,1000.0,199000.0,,none,,0.5,0.0,,,,,,,,,,,,,,,,,,,,,,1.0,0.03,2.00784337242192e-13,,,,,,,permeability,table 2,XIE W et al 2022,https://doi.org/10.1016/j.seppur.2021.120091
113,zeolite,O3at473K, alfa-alumina tubes,SSZ-13,0.0,,1.2,0.38,0.27,624.0,,298.0,303000.0,103000.0,200000.0,4.0,none,,,0.0,,,,,,,,,,,,,,,,,,,,,,1.0,197.753883088236,5.51470588235297e-08,,,,,,,permeance,fig 8a,LI Y et al 2021,https://doi.org/10.1016/j.memsci.2021.119349
114,zeolite,O3at473K, alfa-alumina tubes,SSZ-13,0.0,,1.2,0.38,0.27,624.0,,323.0,303000.0,103000.0,200000.0,4.0,none,,,0.0,,,,,,,,,,,,,,,,,,,,,,1.0,180.175760147059,5.02450980392158e-08,,,,,,,permeance,fig 8a,LI Y et al 2021,https://doi.org/10.1016/j.memsci.2021.119349
115,zeolite,O3at473K, alfa-alumina tubes,SSZ-13,0.0,,1.2,0.38,0.27,624.0,,348.0,303000.0,103000.0,200000.0,4.0,none,,,0.0,,,,,,,,,,,,,,,,,,,,,,1.0,171.38669867647,4.77941176470587e-08,,,,,,,permeance,fig 8a,LI Y et al 2021,https://doi.org/10.1016/j.memsci.2021.119349
116,zeolite,O3at473K, alfa-alumina tubes,SSZ-13,0.0,,1.2,0.38,0.27,624.0,,373.0,303000.0,103000.0,200000.0,4.0,none,,,0.0,,,,,,,,,,,,,,,,,,,,,,1.0,166.992167941177,4.65686274509805e-08,,,,,,,permeance,fig 8a,LI Y et al 2021,https://doi.org/10.1016/j.memsci.2021.119349
117,zeolite,O3at473K, alfa-alumina tubes,SSZ-13,0.0,,1.2,0.38,0.27,624.0,,398.0,303000.0,103000.0,200000.0,4.0,none,,,0.0,,,,,,,,,,,,,,,,,,,,,,1.0,162.597637205882,4.5343137254902e-08,,,,,,,permeance,fig 8a,LI Y et al 2021,https://doi.org/10.1016/j.memsci.2021.119349
122,zeolite,O3at473K, alfa-alumina tubes,SSZ-13,0.0,,1.2,0.38,0.27,624.0,,298.0,503000.0,103000.0,400000.0,4.0,none,,,0.0,,,,,,,,,,,,,,,,,,,,,,1.0,197.872654189187,5.51801801801797e-08,,,,,,,permeance,fig 8b,LI Y et al 2021,https://doi.org/10.1016/j.memsci.2021.119349
123,zeolite,O3at473K, alfa-alumina tubes,SSZ-13,0.0,,1.2,0.38,0.27,624.0,,298.0,703000.0,103000.0,600000.0,4.0,none,,,0.0,,,,,,,,,,,,,,,,,,,,,,1.0,197.872654189186,5.51801801801794e-08,,,,,,,permeance,fig 8b,LI Y et al 2021,https://doi.org/10.1016/j.memsci.2021.119349
124,zeolite,O3at473K, alfa-alumina tubes,SSZ-13,0.0,,1.2,0.38,0.27,624.0,,298.0,903000.0,103000.0,800000.0,4.0,none,,,0.0,,,,,,,,,,,,,,,,,,,,,,1.0,197.872654189188,5.51801801801799e-08,,,,,,,permeance,fig 8b,LI Y et al 2021,https://doi.org/10.1016/j.memsci.2021.119349
125,zeolite,O3at473K, alfa-alumina tubes,SSZ-13,0.0,,1.2,0.38,0.27,624.0,,298.0,1103000.0,103000.0,1000000.0,4.0,none,,,0.0,,,,,,,,,,,,,,,,,,,,,,1.0,205.949089054054,5.74324324324325e-08,,,,,,,permeance,fig 8b,LI Y et al 2021,https://doi.org/10.1016/j.memsci.2021.119349
179,polymer,Neat PIM-1,none,PIM-1,0.0,,74.2,,,,0.79,293.0,120000.0,100000.0,20000.0,,He,,2.0,620.0,,,,,,,,,,,,,,,,,,,,,,1.0,172.0,7.75716666793732e-10,,,,,,,permeability,table 1,AMEEN AW et al 2021,https://doi.org/10.1016/j.memsci.2021.119527
181,MMM,BNNS/PIM-1,none,PIM-1/BNNS,0.5,,72.2,,,,0.81,293.0,120000.0,100000.0,20000.0,,He,,2.0,620.0,,,,,,,,,,,,,,,,,,,,,,1.0,410.0,1.90031344111954e-09,,,,,,,permeability,table 1,AMEEN AW et al 2021,https://doi.org/10.1016/j.memsci.2021.119527
183,MMM,BNNS/PIM-1,none,PIM-1/BNNS,0.8,,72.5,,,,0.84,293.0,120000.0,100000.0,20000.0,,He,,2.0,620.0,,,,,,,,,,,,,,,,,,,,,,1.0,278.0,1.28317346559378e-09,,,,,,,permeability,table 1,AMEEN AW et al 2021,https://doi.org/10.1016/j.memsci.2021.119527
303,polymer,untreated,none,PIM-1,0.0,,90.0,,,685.0,2.14,298.0,,,100000.0,,none,,,0.0,,,,,,,,,,,,,,,,,,,,,,1.0,410.0,1.52447367165368e-09,,,,,,,permeability,table 1,BERNARDO P et al 2017,http://dx.doi.org/10.1016/j.polymer.2016.10.040
304,polymer,EtOH_25 treaded,none,PIM-1,0.0,,110.0,,,759.0,2.14,298.0,,,100000.0,,none,,,0.0,,,,,,,,,,,,,,,,,,,,,,1.0,1150.0,3.49851496709879e-09,,,,,,,permeability,table 1,BERNARDO P et al 2017,http://dx.doi.org/10.1016/j.polymer.2016.10.040
305,polymer,EtOH_25 treaded,none,PIM-1,0.0,,110.0,,,759.0,2.14,298.0,,,100000.0,,none,,,1200.0,,,,,,,,,,,,,,,,,,,,,,1.0,159.0,4.83707721538007e-10,,,,,,,permeability,table 1,BERNARDO P et al 2017,http://dx.doi.org/10.1016/j.polymer.2016.10.040
312,polymer,EtOH_100 treaded,none,PIM-1,0.0,,125.4,,,759.0,2.14,298.0,,,100000.0,,none,,,2117.0,,,,,,,,,,,,,,,,,,,,,,1.0,192.0,5.12368324700968e-10,,,,,,,permeability,table S1,BERNARDO P et al 2017,http://dx.doi.org/10.1016/j.polymer.2016.10.040
321,polymer,untreated,none,PIM-1,0.0,,90.0,,,685.0,2.14,298.0,,,100000.0,,none,,,4.040304,,,,,,,,,,,,,,,,,,,,,,1.0,305.6069,1.13631627542853e-09,,,,,,,permeability,fig 2,BERNARDO P et al 2017,http://dx.doi.org/10.1016/j.polymer.2016.10.040
322,polymer,untreated,none,PIM-1,0.0,,90.0,,,685.0,2.14,298.0,,,100000.0,,none,,,37.86442,,,,,,,,,,,,,,,,,,,,,,1.0,268.4005,9.97974379777275e-10,,,,,,,permeability,fig 2,BERNARDO P et al 2017,http://dx.doi.org/10.1016/j.polymer.2016.10.040
323,polymer,untreated,none,PIM-1,0.0,,90.0,,,685.0,2.14,298.0,,,100000.0,,none,,,191.3494,,,,,,,,,,,,,,,,,,,,,,1.0,207.0255,7.69768107587654e-10,,,,,,,permeability,fig 2,BERNARDO P et al 2017,http://dx.doi.org/10.1016/j.polymer.2016.10.040
324,polymer,EtOH_25 treaded,none,PIM-1,0.0,,110.0,,,759.0,2.14,298.0,,,100000.0,,none,,,6.974891,,,,,,,,,,,,,,,,,,,,,,1.0,710.6112,2.16181210346786e-09,,,,,,,permeability,fig 2,BERNARDO P et al 2017,http://dx.doi.org/10.1016/j.polymer.2016.10.040
325,polymer,EtOH_25 treaded,none,PIM-1,0.0,,110.0,,,759.0,2.14,298.0,,,100000.0,,none,,,63.0675,,,,,,,,,,,,,,,,,,,,,,1.0,403.0336,1.22610354942931e-09,,,,,,,permeability,fig 2,BERNARDO P et al 2017,http://dx.doi.org/10.1016/j.polymer.2016.10.040
326,polymer,EtOH_25 treaded,none,PIM-1,0.0,,110.0,,,759.0,2.14,298.0,,,100000.0,,none,,,345.4513,,,,,,,,,,,,,,,,,,,,,,1.0,211.3128,6.42853037860482e-10,,,,,,,permeability,fig 2,BERNARDO P et al 2017,http://dx.doi.org/10.1016/j.polymer.2016.10.040
327,polymer,EtOH_75 treaded,none,PIM-1,0.0,,110.9054,,,759.0,2.14,298.0,,,100000.0,,none,,,2.799213,,,,,,,,,,,,,,,,,,,,,,1.0,501.5298,1.51329163563735e-09,,,,,,,permeability,fig 2,BERNARDO P et al 2017,http://dx.doi.org/10.1016/j.polymer.2016.10.040
328,polymer,EtOH_75 treaded,none,PIM-1,0.0,,110.9054,,,759.0,2.14,298.0,,,100000.0,,none,,,27.43403,,,,,,,,,,,,,,,,,,,,,,1.0,362.5327,1.09388854372168e-09,,,,,,,permeability,fig 2,BERNARDO P et al 2017,http://dx.doi.org/10.1016/j.polymer.2016.10.040
329,polymer,EtOH_75 treaded,none,PIM-1,0.0,,110.9054,,,759.0,2.14,298.0,,,100000.0,,none,,,186.2796,,,,,,,,,,,,,,,,,,,,,,1.0,233.3203,7.04009329883085e-10,,,,,,,permeability,fig 2,BERNARDO P et al 2017,http://dx.doi.org/10.1016/j.polymer.2016.10.040
330,polymer,EtOH_125 treaded,none,PIM-1,0.0,,132.508,,,759.0,2.14,298.0,,,100000.0,,none,,,4.040304,,,,,,,,,,,,,,,,,,,,,,1.0,522.5176,1.31958510697946e-09,,,,,,,permeability,fig 2,BERNARDO P et al 2017,http://dx.doi.org/10.1016/j.polymer.2016.10.040
331,polymer,EtOH_125 treaded,none,PIM-1,0.0,,132.508,,,759.0,2.14,298.0,,,100000.0,,none,,,28.94764,,,,,,,,,,,,,,,,,,,,,,1.0,417.0403,1.05320886586451e-09,,,,,,,permeability,fig 2,BERNARDO P et al 2017,http://dx.doi.org/10.1016/j.polymer.2016.10.040
332,polymer,EtOH_125 treaded,none,PIM-1,0.0,,132.508,,,759.0,2.14,298.0,,,100000.0,,none,,,187.9544,,,,,,,,,,,,,,,,,,,,,,1.0,310.872,7.85087548011624e-10,,,,,,,permeability,fig 2,BERNARDO P et al 2017,http://dx.doi.org/10.1016/j.polymer.2016.10.040
478,polymer,6FDA-DAM,flat sheet,PI,0.0,,55.0,1.2,,,,308.0,,,80000.0,,none,,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,1.0,55.4325023368438,3.37272067981195e-10,,,,,,,permeability,fig S5a,BACHMAN et al 2016,https://doi.org/10.1038/nmat4621
479,polymer,6FDA-DAM,flat sheet,PI,0.0,,55.0,1.2,,,,308.0,,,470000.0,,none,,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,1.0,47.9526435020941,2.91761810441789e-10,,,,,,,permeability,fig S5a,BACHMAN et al 2016,https://doi.org/10.1038/nmat4621
480,polymer,6FDA-DAM,flat sheet,PI,0.0,,55.0,1.2,,,,308.0,,,960000.0,,none,,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,1.0,44.8042142714469,2.72605589943928e-10,,,,,,,permeability,fig S5a,BACHMAN et al 2016,https://doi.org/10.1038/nmat4621
481,polymer,6FDA-DAM,flat sheet,PI,0.0,,55.0,1.2,,,,308.0,,,1450000.0,,none,,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,1.0,42.8801071186309,2.6089860268753e-10,,,,,,,permeability,fig S5a,BACHMAN et al 2016,https://doi.org/10.1038/nmat4621
482,polymer,6FDA-DAM,flat sheet,PI,0.0,,55.0,1.2,,,,308.0,,,1940000.0,,none,,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,1.0,40.7286808660375,2.47808521043517e-10,,,,,,,permeability,fig S5a,BACHMAN et al 2016,https://doi.org/10.1038/nmat4621
483,polymer,6FDA-DAM,flat sheet,PI,0.0,,55.0,1.2,,,,308.0,,,2430000.0,,none,,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,1.0,39.9082538848393,2.42816736568502e-10,,,,,,,permeability,fig S5a,BACHMAN et al 2016,https://doi.org/10.1038/nmat4621
484,polymer,6FDA-DAM,flat sheet,PI,0.0,,55.0,1.2,,,,308.0,,,2920000.0,,none,,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,1.0,38.6979194566349,2.35452609416732e-10,,,,,,,permeability,fig S5a,BACHMAN et al 2016,https://doi.org/10.1038/nmat4621
485,polymer,6FDA-DAM,flat sheet,PI,0.0,,55.0,1.2,,,,308.0,,,3410000.0,,none,,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,1.0,37.6082583421013,2.28822703819756e-10,,,,,,,permeability,fig S5a,BACHMAN et al 2016,https://doi.org/10.1038/nmat4621
486,polymer,6FDA-DAM,flat sheet,PI,0.0,,55.0,1.2,,,,308.0,,,3900000.0,,none,,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,1.0,36.6459933377746,2.22967923785056e-10,,,,,,,permeability,fig S5a,BACHMAN et al 2016,https://doi.org/10.1038/nmat4621
487,polymer,6FDA-DAM,flat sheet,PI,0.0,,55.0,1.2,,,,308.0,,,4380000.0,,none,,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,1.0,35.9577848082415,2.1878060580061e-10,,,,,,,permeability,fig S5a,BACHMAN et al 2016,https://doi.org/10.1038/nmat4621
488,polymer,6FDA-DAM,flat sheet,PI,0.0,,55.0,1.2,,,,308.0,,,4870000.0,,none,,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,1.0,35.3976166582016,2.15372333353641e-10,,,,,,,permeability,fig S5a,BACHMAN et al 2016,https://doi.org/10.1038/nmat4621
489,polymer,6FDA-DAM,flat sheet,PI,0.0,,55.0,1.2,,,,308.0,,,5350000.0,,none,,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,1.0,34.7239949377618,2.11273766969082e-10,,,,,,,permeability,fig S5a,BACHMAN et al 2016,https://doi.org/10.1038/nmat4621
490,polymer,6FDA-DAM,flat sheet,PI,0.0,,55.0,1.2,,,,308.0,,,5840000.0,,none,,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,1.0,34.0983568409283,2.07467150889501e-10,,,,,,,permeability,fig S5a,BACHMAN et al 2016,https://doi.org/10.1038/nmat4621
491,polymer,6FDA-DAM,flat sheet,PI,0.0,,55.0,1.2,,,,308.0,,,6340000.0,,none,,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,1.0,33.4834674258271,2.03725933808037e-10,,,,,,,permeability,fig S5a,BACHMAN et al 2016,https://doi.org/10.1038/nmat4621
492,MMM,6wt_Ni2(dobdc),flat sheet,MOF/PI,6.0,,55.0,1.2,,,,308.0,,,100000.0,,none,,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,1.0,90.5991499282908,5.5123909918357e-10,,,,,,,permeability,fig S5d,BACHMAN et al 2016,https://doi.org/10.1038/nmat4621
493,MMM,6wt_Ni2(dobdc),flat sheet,MOF/PI,6.0,,55.0,1.2,,,,308.0,,,470000.0,,none,,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,1.0,78.8080155080023,4.79497429186261e-10,,,,,,,permeability,fig S5d,BACHMAN et al 2016,https://doi.org/10.1038/nmat4621
494,MMM,6wt_Ni2(dobdc),flat sheet,MOF/PI,6.0,,55.0,1.2,,,,308.0,,,980000.0,,none,,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,1.0,71.9160670249002,4.37564238019988e-10,,,,,,,permeability,fig S5d,BACHMAN et al 2016,https://doi.org/10.1038/nmat4621
495,MMM,6wt_Ni2(dobdc),flat sheet,MOF/PI,6.0,,55.0,1.2,,,,308.0,,,1460000.0,,none,,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,1.0,66.5421133199118,4.04867094594949e-10,,,,,,,permeability,fig S5d,BACHMAN et al 2016,https://doi.org/10.1038/nmat4621
496,MMM,6wt_Ni2(dobdc),flat sheet,MOF/PI,6.0,,55.0,1.2,,,,308.0,,,1940000.0,,none,,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,1.0,63.8031119234229,3.88201986107086e-10,,,,,,,permeability,fig S5d,BACHMAN et al 2016,https://doi.org/10.1038/nmat4621
497,MMM,6wt_Ni2(dobdc),flat sheet,MOF/PI,6.0,,55.0,1.2,,,,308.0,,,2430000.0,,none,,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,1.0,61.1924926131218,3.72318002227981e-10,,,,,,,permeability,fig S5d,BACHMAN et al 2016,https://doi.org/10.1038/nmat4621
498,MMM,6wt_Ni2(dobdc),flat sheet,MOF/PI,6.0,,55.0,1.2,,,,308.0,,,2930000.0,,none,,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,1.0,60.1358322304941,3.65888885421436e-10,,,,,,,permeability,fig S5d,BACHMAN et al 2016,https://doi.org/10.1038/nmat4621
499,MMM,6wt_Ni2(dobdc),flat sheet,MOF/PI,6.0,,55.0,1.2,,,,308.0,,,3430000.0,,none,,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,1.0,58.7137623396898,3.57236480556672e-10,,,,,,,permeability,fig S5d,BACHMAN et al 2016,https://doi.org/10.1038/nmat4621
500,MMM,6wt_Ni2(dobdc),flat sheet,MOF/PI,6.0,,55.0,1.2,,,,308.0,,,3900000.0,,none,,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,1.0,57.678855574045,3.50939720888567e-10,,,,,,,permeability,fig S5d,BACHMAN et al 2016,https://doi.org/10.1038/nmat4621
501,MMM,6wt_Ni2(dobdc),flat sheet,MOF/PI,6.0,,55.0,1.2,,,,308.0,,,4400000.0,,none,,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,1.0,56.1390333408251,3.41570866750147e-10,,,,,,,permeability,fig S5d,BACHMAN et al 2016,https://doi.org/10.1038/nmat4621
502,MMM,6wt_Ni2(dobdc),flat sheet,MOF/PI,6.0,,55.0,1.2,,,,308.0,,,4870000.0,,none,,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,1.0,54.8631185195156,3.33807723969114e-10,,,,,,,permeability,fig S5d,BACHMAN et al 2016,https://doi.org/10.1038/nmat4621
503,MMM,6wt_Ni2(dobdc),flat sheet,MOF/PI,6.0,,55.0,1.2,,,,308.0,,,5350000.0,,none,,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,1.0,54.1755696979397,3.29624419894515e-10,,,,,,,permeability,fig S5d,BACHMAN et al 2016,https://doi.org/10.1038/nmat4621
504,MMM,6wt_Ni2(dobdc),flat sheet,MOF/PI,6.0,,55.0,1.2,,,,308.0,,,5840000.0,,none,,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,1.0,53.4715657693676,3.25340996797113e-10,,,,,,,permeability,fig S5d,BACHMAN et al 2016,https://doi.org/10.1038/nmat4621
505,MMM,6wt_Ni2(dobdc),flat sheet,MOF/PI,6.0,,55.0,1.2,,,,308.0,,,6340000.0,,none,,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,1.0,53.0756308050454,3.22931980451585e-10,,,,,,,permeability,fig S5d,BACHMAN et al 2016,https://doi.org/10.1038/nmat4621
506,MMM,25wt_Ni2(dobdc),flat sheet,MOF/PI,25.0,,55.0,1.2,,,,308.0,,,70000.0,,none,,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,1.0,382.162388129708,2.32521884301565e-09,,,,,,,permeability,fig S5e,BACHMAN et al 2016,https://doi.org/10.1038/nmat4621
507,MMM,25wt_Ni2(dobdc),flat sheet,MOF/PI,25.0,,55.0,1.2,,,,308.0,,,480000.0,,none,,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,1.0,330.66113753699,2.01186598036708e-09,,,,,,,permeability,fig S5e,BACHMAN et al 2016,https://doi.org/10.1038/nmat4621
508,MMM,25wt_Ni2(dobdc),flat sheet,MOF/PI,25.0,,55.0,1.2,,,,308.0,,,990000.0,,none,,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,1.0,285.452272069117,1.73679834126289e-09,,,,,,,permeability,fig S5e,BACHMAN et al 2016,https://doi.org/10.1038/nmat4621
509,MMM,25wt_Ni2(dobdc),flat sheet,MOF/PI,25.0,,55.0,1.2,,,,308.0,,,1470000.0,,none,,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,1.0,257.858516926765,1.56890761889076e-09,,,,,,,permeability,fig S5e,BACHMAN et al 2016,https://doi.org/10.1038/nmat4621
510,MMM,25wt_Ni2(dobdc),flat sheet,MOF/PI,25.0,,55.0,1.2,,,,308.0,,,1980000.0,,none,,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,1.0,229.635548512419,1.39718852773676e-09,,,,,,,permeability,fig S5e,BACHMAN et al 2016,https://doi.org/10.1038/nmat4621
511,MMM,25wt_Ni2(dobdc),flat sheet,MOF/PI,25.0,,55.0,1.2,,,,308.0,,,2460000.0,,none,,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,1.0,206.708594077064,1.25769236557662e-09,,,,,,,permeability,fig S5e,BACHMAN et al 2016,https://doi.org/10.1038/nmat4621
